tweet_id,tweet_url,tweet_text,class_label
1217566329823252481,https://twitter.com/user/status/1217566329823252481,@tve_tve vuelve a quedar en evidencia. Desplaza al minuto 18 la denuncia del #CGPJ ante las críticas  de Iglesias y habla de “diferencias”. Exigimos al responsable de edición del telediario explicaciones y a Sánchez que deje de utilizar @rtve a su antojo  @Enric_Hernandez,0
1172059020095610881,https://twitter.com/user/status/1172059020095610881,"El nuevo curso escolar en #Andalucía comienza con... ??

✅El mayor presupuesto de su historia
✅750 nuevos profesores, más que nunca
✅3.000 nuevos funcionarios que antes eran interinos

Son hechos: la oposición miente cuando dice que estamos desmantelando la educación pública. https://t.co/c8fANaDaRA",0
1226480356955693056,https://twitter.com/user/status/1226480356955693056,"El PP se equivoca total y completamente excluyendo a VOX en las mesas del Congreso.
El PP hizo lo mismo en la Asamblea de Madrid pactando con PSOE, Cs, Más Madrid y Podemos contra VOX.
Que el PP no eche la culpa al PSOE porque en la C. de Madrid también prefirió a la izquierda. https://t.co/3gLTOQoLsb",0
1259920819834191872,https://twitter.com/user/status/1259920819834191872,"Si algo define a @CruzRojaEsp es que siempre está ahí cuando más se le necesita.  

#CRUZROJARESPONDE ha movilizado a más de 40.000 voluntarios durante el Covid19. Hoy hemos ido a su sede a darles las gracias junto a SM La Reina, a quien agradezco su preocupación por Madrid. https://t.co/TUNwW2VSo6",0
1226086367710580737,https://twitter.com/user/status/1226086367710580737,"Hoy @populares se  ha unido a PSOE, PODEMOS y ERC. Este pacto parece hecho en la Cárcel de Lledoners. Es una conjura contra la Sanidad, ya que el PP ha pactado con aquellos que quieren desmembrarla, y que quieren destrozar el MIR. @vox_es es la única y verdadera alternativa.",0
1168848163387654144,https://twitter.com/user/status/1168848163387654144,"📝 El Gobierno reconoce a @ensanro que en materia humanitaria solo en 2019 ‘el total de lo destruido y/o confiscado por Israel en donde consta participación española asciende a 68.700 euros’.

https://t.co/0Q2ZwH9nH7",0
1174258051479756800,https://twitter.com/user/status/1174258051479756800,"?Revisión del caso #Altsasu en el Tribunal Supremo
La defensa pide la absolución de los acusados y que se elimine el agravante de ""discriminación"" que ha hecho que las penas sean de hasta 13 años.
Más de 1.000 días en la cárcel
#EnJake
@Xlapitz https://t.co/jGwd9z74Gp",0
1191747000406073345,https://twitter.com/user/status/1191747000406073345,"Jugar a ""encuentra las diferencias"" cuando se trata de VOX y del PP es imposible: el juez Serrano obtuvo un préstamo público de 2,48 millones, que jamás devolvió, para una fábrica que nunca terminó. https://t.co/ySax4TITGF",0
1265350762344955906,https://twitter.com/user/status/1265350762344955906,Hemos movilizado a la comunidad internacional para que preste más ayuda a millones de venezolanos desplazados y a los países de América Latina que los acogen. Los donantes internacionales han suscrito compromisos por un total de €2.544 millones. Gracias! https://t.co/LvJ9qdUdJR,0
1268199989358059521,https://twitter.com/user/status/1268199989358059521,Coronavirus: La Generalitat suspende las ayudas para pagar el alquiler ante la avalancha de solicitudes | Cataluña | EL PAÍS  https://t.co/Zz5vtCJywJ,0
1301829382651154432,https://twitter.com/user/status/1301829382651154432,"Vídeo reunión con #ANETRA Asociación Nacional Empresarios Transportes en Autocares formada por más de 9000 empresas:“ Estamos heridos de muerte” #MotivosParaLaMoción @PatriciadlHeras @VOX_Congreso hemos registrado iniciativas para proteger a más de 11,000 trabajadores directos. https://t.co/2eVHcjPXHo",0
1229887345958232066,https://twitter.com/user/status/1229887345958232066,"Ya hay más potencia eólica que nuclear en el Viejo Continente. Europa supera el listón de los 200.000 megavatios de potencia eólica instalada @WindEurope
 @aeeolica @APPA_Renovables #eolica #renovables
https://t.co/1IcubXQIt6 vía @ERenovables https://t.co/JBioERvSxp",0
1218137295188123648,https://twitter.com/user/status/1218137295188123648,"Pedro Sánchez ha dado el visto bueno a la apertura de las 'embajadas' catalanas en Argentina, México y Túnez.

Empiezan las cesiones a sus socios separatistas.

Incrementan gasto en sus majaderías, despreciando la urgencia de las política sociales.

 https://t.co/kI9uUtSxfb",0
1279788972470870018,https://twitter.com/user/status/1279788972470870018,"Torra se cargó en 24 horas 3 días de la fase 2 y los 15 de la fase 3 en Lleida.
Torra tiene las competencias de trabajo.
Torra tiene las competencias en sanidad.
Torra tiene las competencias sobre los Mossos
Pero les ha faltado tiempo para echar la culpa al gobierno de España. https://t.co/I853eEsuHV",1
1101098306854445058,https://twitter.com/user/status/1101098306854445058,"El 54,7% cree que hubiera sido bueno aprobar los #PGE19. El 46,4 de los votantes de Cs en 2016 creen que hubiera sido bueno aprobarlos. #CIS https://t.co/93dQrCsbDi",0
1178709348060663808,https://twitter.com/user/status/1178709348060663808,"El precio del alquiler en la Unión Soviética estuvo congelado desde el año 1928 (10% salario) hasta 1982 (2% salario).

A David Pérez le interesa más otro modelo de ‘gestión’ de lo público, como el exitoso Eurovegas, o regalar ilegalmente vivienda social a fondos buitre. https://t.co/9ISFSt7USO",0
1167512471118237698,https://twitter.com/user/status/1167512471118237698,Hoy en el #CMin hemos aprobado las dos convocatorias de ayudas a #investigación en I+D+I más importantes de la Agencia Española de Investigación. Juntas suman 622 millones de euros. Menos retrasos y menos burocracia para más conocimiento y más progreso. https://t.co/y0Ng1PP4Ll,0
1217909981070143505,https://twitter.com/user/status/1217909981070143505,A @TeoGarciaEgea en este tuit le falta una aclaración: la Ley totalitaria que permite el adoctrinamiento de nuestros hijos en los colegios en Madrid fue creada y aprobada por el PP. 🙄🙄 #PINParental https://t.co/7eFlwrWIp7,0
1224653691812286465,https://twitter.com/user/status/1224653691812286465,"Alerta entre médicos y estudiantes por el posible traspaso del MIR a Cataluña

Acabarían con el examen único en toda España, la ""joya de la corona"" nuestro sistema

El Sindicato Médico Catalán ""El MIR en España tiene un grado de categoría profesional enorme a nivel internacional"" https://t.co/CwZffLbor4",0
1227606925472419840,https://twitter.com/user/status/1227606925472419840,"0,45%.

Es el ""click-through rate"" (% que abre el enlace) de artículos compartidos por cuentas con más de 10.000 seguidores.

O sea, 99,55% de los que ven este tuit no irá al párrafo 10, donde dice que España dio 1,5 millones (10 veces MÁS que Cataluña) a la mismísima comisión.🤷‍♀️ https://t.co/gN8BwAi9pk",0
1180431779293011970,https://twitter.com/user/status/1180431779293011970,"¡Ya somos TT 1 en España! 🎉

Sin vuestro apoyo, Podemos no tendría sentido. 

💜 Salimos estas elecciones a ganar las instituciones para la gente. Con vosotros y vosotras, ¡sí se puede!

#ElPoderDeLaGente https://t.co/TdaJe3LeOj",0
1219938024814972929,https://twitter.com/user/status/1219938024814972929,"Estamos trabajando para que el proyecto de la Y vasca sea una realidad cuanto antes.

Hasta la fecha, se han ejecutado más de 3.500 millones de euros para acercar Euskadi a todos los ciudadanos de nuestro país y del resto de Europa.
#BasqueRailway https://t.co/KOTNAIK6qw",0
